area,extent,centroid,surface_area,complexity,sphericity,major_axis_length,minor_axis_length,bbox,solidity,Genotype,image_name,volume_ratio
22819.0,0.1228095668647205,"(10.60721328717297, 164.8269424602305, 209.35558087558613)",4546.0639965249065,5.01950698834052,0.8558145219703007,133.6479371796987,11.427956642892608,"(1, 130, 144, 17, 209, 291)",0.3185053877505444,APPPS1xFIRE,B_4_M04_OC_B_4_M04_OC_CA1_P+_151123_1 - B_4_M04_OC.lif_,0.13592446985942339
68021.0,0.3133799572460563,"(9.131003660634216, 206.5782331926905, 189.49812557886534)",4614.3624292989225,14.741148109238289,1.7463626326102957,124.00290075590873,14.137826654066274,"(1, 158, 128, 17, 260, 261)",0.5736973499991566,APPPS1xFIRE,D_4_M04_OC_D_4_M04_OC_L1_P+_221123_1 - D_4_M04_OC.lif (default)_,1.9799446950953281
162360.0,0.3712273641851106,"(9.736332840601133, 216.41661123429415, 215.03640675043113)",7000.181783755086,23.19368339501974,2.0560207883266024,131.61973874422696,20.84755509838028,"(1, 138, 141, 23, 278, 283)",0.701787751996957,APPPS1xFIRE,B_4_M04_OC_B_4_M04_OC_L1_P+_131123_1 - B_4_M04_OC.lif (default)_,1.8661639962299716
28245.0,0.1479888294500128,"(11.934466277217206, 139.5736944591963, 266.39284829173306)",3494.6186697747576,8.082426916645673,1.2834493009428989,90.41195073943564,14.024577227787775,"(3, 97, 215, 20, 206, 318)",0.3629109971861388,APPPS1,B_1_M04_OC_B_1_M04_OC_L1_P+_021123_1 - B_1_M04_OC.lif_,0.36505925992943095
218154.0,0.0638257908225959,"(25.17573823995893, 172.37858118576784, 189.24982810308313)",20077.60666341923,10.8655380921208,0.872866119017973,219.8184997456752,31.12204104559651,"(2, 22, 1, 44, 282, 314)",0.1747278412476692,APPPS1,C_2_M04_OC_C_2_M04_OC_DGG_P+_161123_1 - C_2_M04_OC.lif_,0.2873691615007469
114725.0,0.0869144590507706,"(16.07728045325779, 205.1210023970364, 227.84873392896057)",12771.290846816544,8.983038705801388,0.8940353821006631,169.22583358593215,24.03416696153049,"(1, 126, 109, 37, 315, 303)",0.2428653989046977,APPPS1xFIRE,B_4_M04_OC_B_4_M04_OC_DGG_P+_151123_1 - B_4_M04_OC.lif_,0.24609592861126603
6993.0,0.0995048237001622,"(13.537966537966538, 181.75890175890177, 218.23995423995424)",3612.381134521193,1.9358422435474527,0.4895528438756354,122.82117020923472,10.865908114700042,"(8, 156, 169, 21, 209, 271)",0.1969581749049429,APPPS1,H_1_M04_OC_H_1_M04_OC_L1_P+_110124_2 - H_1_M04_OC.lif_,0.1888723835246455
14136.0,0.2156982421875,"(10.812252405206564, 210.51506791171477, 209.75148556876061)",2020.014635856246,6.997969098381318,1.399632331246892,54.78005968546057,13.079386528517778,"(3, 181, 178, 19, 245, 242)",0.4031715247276253,APPPS1,H_1_M04_OC_H_1_M04_OC_DGM_P+_300124_1 - H_1_M04_OC.lif_,0.1748185157245149
1774.0,0.1516239316239316,"(6.179255918827509, 218.20180383314545, 215.61443066516347)",677.2478049580355,2.61942524879785,1.0464189488478115,61.99849131934984,3.866857257516127,"(4, 201, 185, 9, 237, 250)",0.3062845303867403,APPPS1xFIRE,F_1_M04_OC_F_1_M04_OC_L4_P+_231123_2 - F_1_M04_OC.lif_,0.0601682268348935
24799.0,0.1418382521162205,"(5.849590709302794, 194.99818541070204, 213.29271341586355)",3433.3365036226573,7.223003039123469,1.1978171655857597,122.48716334212732,10.789872575591106,"(2, 93, 163, 14, 248, 257)",0.3721897043373856,APPPS1,H_1_M04_OC_H_1_M04_OC_CA1_P+_300124_2 - H_1_M04_OC.lif_,0.18715237685556235
108874.0,0.0817139254567015,"(14.19007292833918, 194.08023035802856, 191.9292852287966)",10612.834923993116,10.258710399222508,1.0389679916612564,165.19811020874363,23.72196146593643,"(1, 140, 80, 29, 295, 387)",0.2759377534468775,APPPS1xFIRE,H_3_M04_OC_H_3_M04_OC_DGM_P+_210224_1 - H_3_M04_OC.lif_,0.5173587021602152
95899.0,0.1635865226498905,"(6.502341004598588, 204.8846077644188, 192.91769465792134)",7327.741120656782,13.08711626420075,1.382685448412366,198.2148919725215,12.98157276868066,"(2, 134, 55, 19, 282, 288)",0.3979063022542726,APPPS1xFIRE,H_3_M04_OC_H_3_M04_OC_L23_P+_210224_1 - H_3_M04_OC.lif (default)_,0.36359810426540284
13647.0,0.1526100375738057,"(19.451234703597862, 233.70843408807798, 196.93485747783396)",2498.12927045824,5.46288783426195,1.1055049143442714,61.97443124617686,13.790241073269083,"(11, 206, 151, 29, 260, 243)",0.348377709136395,APPPS1,B_1_M04_OC_B_1_M04_OC_DGG_P+_021123_1 - B_1_M04_OC.lif_,0.06638711466334576
5751.0,0.1431451612903226,"(6.58981046774474, 214.9909580942445, 221.54199269692228)",1419.3402796298376,4.051882471411193,1.0936873150378357,67.08325304147492,8.127203216621762,"(3, 187, 188, 12, 249, 260)",0.3281223255548582,APPPS1,C_2_M04_OC_C_2_M04_OC_L23_P+_161123_2 - C_2_M04_OC.lif_,0.060382390306899195
4985.0,0.113875182748538,"(9.532397191574724, 211.02286860581745, 187.85135406218657)",1353.1496012743712,3.68399768606902,1.0429138116835337,75.78081356232215,6.479291284261795,"(5, 183, 138, 13, 240, 234)",0.2157354914095295,APPPS1,B_2_M04_OC_B_2_M04_OC_L1_P+_031123_2 - B_2_M04_OC.lif_,0.05419008381254688
206457.0,0.1868950671151875,"(15.755266229771816, 238.19292152845387, 186.0237676610626)",10523.557266588346,19.61855623245273,1.605244894617571,156.2409827424161,25.10666851914646,"(2, 168, 92, 31, 382, 270)",0.4429561736063284,APPPS1xFIRE,F_1_M04_OC_F_1_M04_OC_CA1_P+_231123_1 - F_1_M04_OC.lif_,5.000411741910482
489317.0,0.1358188456604152,"(22.86949155659828, 195.49380667338352, 269.41828303533293)",25179.177960592,19.43339853135124,1.19262190028154,249.58149643581115,39.26745775680255,"(3, 80, 55, 45, 323, 408)",0.2550617016241439,APPPS1,B_2_M04_OC_B_2_M04_OC_CA1_P+_031123_2 - B_2_M04_OC.lif_,0.4917071886439985
344889.0,0.0934075309075309,"(23.595003029960363, 205.95004479702166, 208.45652369313026)",25938.609946450724,13.296356308684633,0.9169035510967968,263.97750871525875,37.258343474206704,"(3, 99, 1, 45, 315, 408)",0.2011155299496174,APPPS1,B_2_M04_OC_B_2_M04_OC_DGM_P+_031123_1 - B_2_M04_OC.lif_,0.3395432313653834
7608.0,0.1122786304604486,"(15.289169295478445, 193.5973974763407, 206.04679284963197)",2217.34972478843,3.431123162461853,0.8436524993626199,69.48068441335478,9.145287108903169,"(7, 159, 180, 23, 236, 235)",0.3197847925686183,APPPS1,H_1_M04_OC_H_1_M04_OC_L1_P+_110124_1 - H_1_M04_OC.lif (default)_,0.14308282554728052
60480.0,0.2121747916140439,"(8.802050264550264, 198.03758267195767, 192.8423611111111)",4739.027920085059,12.762110926519814,1.572302284559123,116.44180739781928,14.820943434996256,"(2, 145, 121, 20, 252, 269)",0.4022105620174371,APPPS1,C_2_M04_OC_C_2_M04_OC_L4_P+_161123_1 - C_2_M04_OC.lif_,0.2947325331501001
51803.0,0.1439092146567769,"(5.4396270486265275, 234.6129181707623, 221.5802559697315)",4488.658534519219,11.540864514780612,1.4971690133869646,206.88866344533557,7.646128532142102,"(2, 142, 106, 12, 311, 319)",0.4174732244312458,APPPS1xFIRE,D_4_M04_OC_D_4_M04_OC_L23_P+_221123_1 - D_4_M04_OC.lif_,0.4007410960175759
570769.0,0.1322501730838207,"(18.454853014091515, 210.94585725573742, 196.01729245982176)",23584.878498989317,24.200633470486576,1.4108821300697945,227.35744999025525,39.23407764571087,"(2, 105, 1, 46, 346, 408)",0.2993050271607321,APPPS1,H_1_M04_OC_H_1_M04_OC_L4_P+_110124_2 - H_1_M04_OC.lif_,0.8213425391626686
24392.0,0.2427064676616915,"(10.976262709084946, 213.8546654640866, 200.60089373565103)",2942.9309713145794,8.288335757023999,1.3820878737452464,67.22068714028659,14.46189016522866,"(1, 178, 163, 21, 245, 238)",0.5491220171094102,APPPS1xFIRE,B_3_M04_OC_B_3_M04_OC_L1_P+_061123_2 - B_3_M04_OC.lif_,1.0229827210199631
391940.0,0.3472256674486346,"(14.671171607899169, 207.0685589631066, 201.36695922845334)",12631.050315098486,31.02988193558977,2.050490295512205,237.52053525777956,21.27837108486155,"(2, 111, 79, 24, 313, 333)",0.6127403849911905,APPPS1xFIRE,D_3_M04_OC_D_3_M04_OC_L23_P+_221123_1 - D_3_M04_OC.lif_,1.2295038255343043
41086.0,0.1780233112353221,"(8.139779973713674, 188.4037871781142, 195.85523049213845)",3697.225010372944,11.112658787260449,1.5574142717605206,115.65688375094894,11.902835179166123,"(3, 131, 128, 17, 236, 285)",0.4098108841366102,APPPS1,B_1_M04_OC_B_1_M04_OC_L4_P+_021123_1 - B_1_M04_OC.lif_,0.2545348664320761
109686.0,0.125616711330997,"(8.02467042284339, 198.2832904837445, 197.95440621410208)",8211.758747130609,13.357187342885226,1.3494249697482623,171.26289672446052,17.844594032502187,"(2, 97, 100, 23, 317, 289)",0.2640313122851613,APPPS1,A_4_M04_OC_A_4_M04_OC_L1_P+_201223_2 - A_4_M04_OC.lif_,0.11315732733051831
43996.0,0.1700525664811379,"(7.513001181925629, 181.60446404218564, 200.26500136376035)",3984.276378439797,11.042406655842584,1.5126674559767457,111.38873519935456,13.955957902506295,"(2, 130, 83, 17, 228, 259)",0.4141930503384453,APPPS1xFIRE,B_3_M04_OC_B_3_M04_OC_CA1_P+_131123_1 - B_3_M04_OC.lif_,0.616639569434322
18406.0,0.2265298084970216,"(3.7150929044876673, 224.35167880039117, 187.46609801151797)",2206.4451268369007,8.341925106647151,1.52790823529338,106.21486897544683,7.908339627587408,"(1, 190, 128, 10, 264, 250)",0.474662815586559,APPPS1xFIRE,C_1_M04_OC_C_1_M04_OC_L23_P+_151123_1 - C_1_M04_OC.lif_,0.44394597202122527
128282.0,0.2999148991882692,"(8.844553405777896, 205.37370792472834, 197.62158369841444)",6857.887461014142,18.70576044434385,1.7936495186596726,140.04427709150931,18.549628438321832,"(2, 124, 128, 23, 276, 262)",0.6198905012491362,APPPS1xFIRE,H_3_M04_OC_H_3_M04_OC_L23_P+_210224_2 - H_3_M04_OC.lif_,0.5769917554615007
37548.0,0.2083916083916084,"(10.712155108128263, 217.68030254607436, 228.56351869606902)",3713.7252042378186,10.110602679259388,1.4601547945001074,86.15847872645817,16.493170438914632,"(4, 170, 177, 22, 261, 287)",0.4101992658626114,APPPS1,B_2_M04_OC_B_2_M04_OC_DGG_P+_031123_1 - B_2_M04_OC.lif_,0.13126835407635296
56636.0,0.0653651195213605,"(11.783212091249382, 247.15232361042447, 221.7819584716435)",12883.72841108089,4.395932465581093,0.5535679595029012,342.17103295718186,13.674761201572098,"(1, 131, 128, 18, 408, 312)",0.140011371783145,APPPS1xFIRE,D_4_M04_OC_D_4_M04_OC_L1_P+_221123_2 - D_4_M04_OC.lif_,1.0722047631668623
23883.0,0.0456888042055967,"(5.9879412134154, 212.60323242473726, 183.38571368756018)",9987.196641627468,2.391361746143424,0.4015747915836494,301.767783756437,13.046853120506285,"(1, 156, 1, 15, 254, 382)",0.1263463613856148,APPPS1xFIRE,B_3_M04_OC_B_3_M04_OC_L4_P+_131123_1 - B_3_M04_OC.lif_,0.26574461456293397
56289.0,0.1622423215273934,"(12.173746202632842, 200.69482492138783, 205.6178649469701)",6236.228385494424,9.026128698385902,1.1389669837355991,119.40163847268288,17.753910454873093,"(1, 141, 129, 25, 245, 268)",0.406515631883409,APPPS1xFIRE,B_3_M04_OC_B_3_M04_OC_L1_P+_061123_1 - B_3_M04_OC.lif (default)_,2.54000270745905
54123.0,0.1143108779399837,"(18.30358627570534, 223.2110562976923, 234.06294920828483)",7512.038765224795,7.204835024354456,0.9211157569524996,133.71857030896484,17.718744231799555,"(4, 160, 166, 31, 297, 294)",0.2938481000287751,APPPS1xFIRE,H_3_M04_OC_H_3_M04_OC_DGG_P+_210224_1 - H_3_M04_OC.lif_,0.3061827150995378
43550.0,0.2981753449043168,"(6.239242250287027, 203.5886796785304, 200.54121699196327)",3268.8836566711984,13.322591004767744,1.8312322729110648,96.9029401847535,12.197120995812172,"(1, 160, 147, 16, 251, 254)",0.50822140014704,APPPS1xFIRE,F_1_M04_OC_F_1_M04_OC_L23_P+_231123_1 - F_1_M04_OC.lif_,1.4681094929881338
96440.0,0.0872183198264315,"(14.074844462878474, 191.62223143923683, 194.87702198257983)",9284.655994801047,10.387029961476406,1.095358900699596,161.79013690237946,19.00726492524945,"(2, 125, 97, 29, 344, 284)",0.2614414521874441,APPPS1,H_1_M04_OC_H_1_M04_OC_DGG_P+_300124_1 - H_1_M04_OC.lif_,0.3457225615876567
58105.0,0.0739814107461166,"(14.382170209104208, 199.2355219000086, 226.69226400481887)",9520.15742511793,6.103365459766042,0.7620480069544557,211.8189485952945,15.346329158702252,"(5, 131, 153, 26, 351, 323)",0.2876029539874871,APPPS1,B_1_M04_OC_B_1_M04_OC_CA1_P+_021123_1 - B_1_M04_OC.lif (default)_,0.13850715956034315
